UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
SP,35,02101,Andradina,57300
MG,31,27404,Gonçalves,4401
SP,35,00550,Águas de Santa Bárbara,5977
PE,26,15201,Terra Nova,10313
RJ,33,00308,Barra do Piraí,97152
MG,31,52303,Porto Firme,11178
SP,35,17505,Guapiaçu,20340
SE,28,02007,Divina Pastora,4975
BA,29,05909,Campo Alegre de Lourdes,29994
SC,42,09854,Lindóia do Sul,4630
AC,12,00302,Feijó,32372
MA,21,03901,Duque Bacelar,11148
SP,35,43105,Ribeirão Corrente,4612
AL,27,02405,Delmiro Gouveia,52306
BA,29,29008,São Félix,15272
SP,35,28106,Macaubal,8060
PA,15,06104,Primavera,10510
PA,15,05064,Novo Repartimento,72347
TO,17,07108,Divinópolis do Tocantins,6823
PA,15,05601,Peixe-Boi,7867
CE,23,11207,Potengi,10856
RS,43,19703,São Valentim,3600
RS,43,02238,Boa Vista do Incra,2569
MS,50,06002,Nova Alvorada do Sul,20217
ES,32,00409,Anchieta,28091
MA,21,07803,Parnarama,34265
PI,22,07959,Nova Santa Rita,4295
RS,43,06320,Derrubadas,3125
PB,25,16755,Tenório,3039
SP,35,19253,Iaras,8230
RN,24,08102,Natal,877662
PR,41,05003,Catanduvas,10455
MG,31,00203,Abaeté,23574
SC,42,09102,Joinville,569645
SC,42,04202,Chapecó,209553
RS,43,10579,Itapuca,2309
MG,31,19302,Coromandel,28483
PR,41,09757,Ibema,6374
MG,31,69356,Três Marias,31366
MG,31,39607,Mantena,28097
GO,52,00100,Abadiânia,18427
SE,28,03807,Malhada dos Bois,3673
MA,21,10807,São Félix de Balsas,4484
CE,23,01208,Aracoiaba,26203
RN,24,12906,São Tomé,11214
RS,43,14209,Pedro Osório,8005
PR,41,03107,Bocaiúva do Sul,12320
MG,31,62203,São João Batista do Glória,7387
MG,31,38625,Limeira do Oeste,7436
PB,25,00809,Araçagi,17061
PI,22,10052,São José do Divino,5253
RS,43,16303,Roque Gonzales,7267
CE,23,00606,Altaneira,7413
RJ,33,06156,Varre-Sai,10500
RN,24,11502,Santo Antônio,24045
PR,41,20903,Quedas do Iguaçu,33265
PR,41,11209,Itapejara d'Oeste,11571
MG,31,37536,Lagoa Grande,9369
SP,35,33304,Nova Luzitânia,3899
SP,35,41000,Praia Grande,304705
SP,35,40408,Populina,4254
GO,52,01702,Aragarças,19736
SP,35,09007,Caieiras,97016
RS,43,08201,Flores da Cunha,29405
MG,31,53301,Presidente Kubitschek,3059
GO,52,18607,Rialma,11003
MA,21,11250,São José dos Basílios,7489
BA,29,25105,Poções,48798
MG,31,56403,Romaria,3650
PB,25,07200,Itatuba,10809
CE,23,08401,Missão Velha,35326
PE,26,09154,Manari,20681
PI,22,02251,Canavieira,3898
SP,35,06300,Bernardino de Campos,11169
SP,35,54102,Taubaté,305174
SE,28,01900,Cumbe,3999
MS,50,08008,Terenos,20387
PE,26,03900,Carnaíba,19380
RS,43,07609,Estância Velha,46877
SC,42,04806,Curitibanos,39399
MG,31,31901,Itabirito,50305
BA,29,13507,Iguaí,27865
PB,25,03308,Cachoeira dos Índios,10191
PB,25,02805,Brejo do Cruz,14006
RJ,33,03203,Nilópolis,158319
SC,42,16602,São José,236029
PE,26,00104,Afogados da Ingazeira,36866
SC,42,18202,Timbó,42045
PR,41,01903,Assaí,16104
MG,31,30051,Icaraí de Minas,11736
SC,42,06405,Guaraciaba,10316
SC,42,19101,Vargeão,3590
SC,42,04400,Coronel Freitas,10165
MG,31,03900,Araújos,8885
TO,17,22081,Wanderlândia,11622
TO,17,09302,Guaraí,25399
PE,26,14857,Tamandaré,22850
MG,31,30408,Ijaci,6406
PI,22,05706,Luís Correia,29683
MG,31,12703,Capitão Enéas,15157
PE,26,14204,Sirinhaém,44734
PR,41,25209,São Jorge d'Oeste,9296
GO,52,20686,Simolândia,6863
MA,21,08405,Peri Mirim,14048
BA,29,16807,Itarantim,20206
MT,51,06802,Porto dos Gaúchos,5308
BA,29,20452,Mansidão,13864
PE,26,08701,Lagoa dos Gatos,16190
PB,25,00106,Água Branca,10172
GO,52,00258,Águas Lindas de Goiás,191499
GO,52,20603,Silvânia,20357
CE,23,03600,Catarina,20269
MG,31,04304,Areado,14851
PR,41,10300,Inajá,3128
SP,35,16804,Gastão Vidigal,4634
MA,21,04651,Governador Newton Bello,9965
TO,17,03891,Carrasco Bonito,4019
RJ,33,01900,Itaboraí,230786
SP,35,09809,Campos Novos Paulista,4870
SP,35,56453,Vargem Grande Paulista,49542
SC,42,10001,Luiz Alves,12162
PI,22,11506,Vera Mendes,3028
MA,21,00154,Água Doce do Maranhão,12360
SP,35,28205,Macedônia,3741
MG,31,11507,Campos Altos,15289
BA,29,22730,Nova Fátima,8101
SC,42,13708,Pouso Redondo,16692
BA,29,03508,Belo Campo,18312
SP,35,21507,Irapuã,7827
PE,26,15706,Triunfo,15235
RS,43,08052,Faxinalzinho,2538
BA,29,19108,Lamarão,9099
PI,22,08858,Riacho Frio,4248
MA,21,06201,Luís Domingues,6829
SC,42,04707,Cunha Porã,11020
SP,35,17802,Guaraçaí,8495
SC,42,06108,Grão Pará,6507
BA,29,18407,Juazeiro,220253
RN,24,06007,José da Penha,6050
SP,35,06102,Bebedouro,77695
PB,25,17001,Umbuzeiro,9901
PI,22,04501,Guadalupe,10337
MG,31,36652,Juatuba,25490
MG,31,15409,Catas Altas da Noruega,3652
RN,24,03004,Cruzeta,8155
MG,31,51701,Poço Fundo,16841
BA,29,09000,Cordeiros,8870
MG,31,16704,Coimbra,7520
RS,43,21477,Tiradentes do Sul,6338
PR,41,17701,Palmeira,33889
PR,41,11555,Ivaté,8067
SP,35,24303,Jaboticabal,76196
PA,15,07003,Santo Antônio do Tauá,30129
RN,24,14753,Venha-Ver,4154
MS,50,01102,Aquidauana,47323
CE,23,09805,Pacoti,11936
MG,31,30903,Inhapim,24813
MA,21,07357,Nova Olinda do Maranhão,20588
AC,12,00054,Assis Brasil,6863
SP,35,32702,Nipoã,4916
GO,52,21197,Terezópolis de Goiás,7513
MA,21,00956,Arame,32083
AL,27,05606,Novo Lino,12735
ES,32,05069,Venda Nova do Imigrante,24165
BA,29,12400,Ibipeba,18563
MG,31,22504,Dom Cavati,5260
PB,25,15930,Sertãozinho,4969
BA,29,02104,Araci,55637
SP,35,51504,Serrana,43293
CE,23,13757,Umirim,19602
RO,11,01500,Seringueiras,12617
MG,31,25903,Ferros,10519
PR,41,04709,Carlópolis,14384
SP,35,35200,Palmeira d'Oeste,9545
SE,28,01108,Canhoba,4057
SP,35,20442,Ilha Solteira,26443
PA,15,07458,São Geraldo do Araguaia,24394
MG,31,23908,Entre Rios de Minas,15210
GO,52,05471,Chapadão do Céu,8853
SP,35,20202,Igaratá,9397
PR,41,25902,São Pedro do Paraná,2459
SC,42,03600,Campos Novos,35383
AL,27,02504,Dois Riachos,11219
SP,35,55307,Turmalina,1854
PR,41,23857,Santa Maria do Oeste,10861
GO,52,21080,Teresina de Goiás,3327
SP,35,30003,Mira Estrela,3027
MG,31,64472,São Sebastião do Anta,6355
SC,42,12270,Passos Maia,4279
BA,29,06899,Caraíbas,9890
RS,43,01008,Arroio do Meio,20162
CE,23,09003,Mucambo,14367
SP,35,39707,Platina,3461
RN,24,06700,Lajes,11234
RJ,33,05158,São José do Vale do Rio Preto,21017
RJ,33,01405,Conceição de Macabu,22315
SP,35,14700,Echaporã,6281
SC,42,11108,Monte Castelo,8473
RO,11,01104,Itapuã do Oeste,10155
SC,42,05175,Entre Rios,3167
CE,23,10308,Parambu,31213
RS,43,02352,Bom Princípio,13064
GO,52,04250,Cachoeira Dourada,8369
RO,11,00379,Alto Alegre dos Parecis,13993
GO,52,04656,Campinaçu,3741
MG,31,44656,Ninheira,10339
ES,32,03056,Jaguaré,29150
ES,32,04005,Pancas,23559
PE,26,04601,Condado,26008
PR,41,12959,Juranda,7669
MG,31,23858,Entre Folhas,5397
CE,23,04277,Ererê,7134
MG,31,48509,Pavão,8724
MG,31,62948,São José da Barra,7323
PR,41,10078,Imbaú,12550
MA,21,05302,Imperatriz,253873
BA,29,15304,Itagimirim,7319
BA,29,03409,Belmonte,23891
MT,51,08501,Vera,10820
RN,24,14704,Várzea,5534
SC,42,02859,Braço do Trombudo,3682
MG,31,41306,Medeiros,3737
SP,35,42206,Rancharia,29799
MA,21,05450,Jatobá,10027
PR,41,25803,São Pedro do Ivaí,10864
PI,22,10953,Tamboril do Piauí,2861
RN,24,11056,Tibau,4060
RS,43,14902,Porto Alegre,1481019
PR,41,16307,Munhoz de Melo,3934
SP,35,13306,Cruzália,2185
PI,22,07793,Pau D'Arco do Piauí,3957
RN,24,06601,Lagoa Salgada,8206
MG,31,05509,Barão de Monte Alto,5676
SC,42,04756,Cunhataí,1949
PE,26,06903,Iguaracy,12156
RS,43,03673,Campestre da Serra,3400
GO,52,03104,Baliza,4562
MG,31,39102,Madre de Deus de Minas,5139
CE,23,14102,Viçosa do Ceará,59487
GO,52,02353,Arenópolis,3011
RN,24,08201,Nísia Floresta,26994
ES,32,05200,Vila Velha,479664
MG,31,70651,Vargem Grande do Rio Pardo,5011
BA,29,26509,Ribeira do Amparo,15308
BA,29,16906,Itiruçu,13280
MG,31,28600,Guarda-Mor,6737
PB,25,15906,Serraria,6123
SC,42,05407,Florianópolis,477798
SP,35,44509,Rubinéia,3081
RS,43,12906,Nova Bassano,9540
BA,29,01908,Aporá,19223
AL,27,02355,Craíbas,24403
PE,26,14006,Serrita,19049
MT,51,07263,Santo Afonso,3044
MA,21,07209,Nina Rodrigues,14259
MG,31,65552,Setubinha,11952
PR,41,08502,General Carneiro,14038
BA,29,26608,Ribeira do Pombal,54773
CE,23,09458,Ocara,25261
PI,22,06704,Nazaré do Piauí,7245
SP,35,47007,Santa Maria da Serra,5962
SC,42,00804,Anchieta,5909
PI,22,00103,Agricolândia,5069
PR,41,14203,Mandaguari,34425
SP,35,33502,Novo Horizonte,39888
MG,31,48400,Paulistas,4990
MA,21,00436,Alto Alegre do Maranhão,26619
RS,43,09407,Guaporé,24677
AL,27,09103,Taquarana,20097
SC,42,01000,Anita Garibaldi,7708
RS,43,09753,Ibarama,4518
BA,29,15403,Itaju do Colônia,7284
PR,41,04501,Capanema,19320
SC,42,10605,Massaranduba,16240
BA,29,19959,Maetinga,4796
RS,43,23457,Vila Nova do Sul,4368
PB,25,02102,Boa Ventura,5410
MA,21,11409,São Luís Gonzaga do Maranhão,18421
AM,13,02009,Itapiranga,9040
MG,31,28006,Guanhães,33815
PA,15,01709,Bragança,122881
GO,52,08400,Goianápolis,11460
MG,31,34806,Jacuí,7797
MG,31,66105,Senhora do Porto,3600
SP,35,33700,Ocauçu,4305
SE,28,05406,Poço Redondo,34147
BA,29,25303,Porto Seguro,147444
SP,35,43402,Ribeirão Preto,674405
PB,25,12754,Riachão do Bacamarte,4503
SC,42,17907,Tangará,8748
MT,51,07180,Ribeirão Cascalheira,9681
ES,32,03502,Montanha,19309
BA,29,00900,Almadina,6062
RJ,33,06107,Valença,73997
PB,25,07309,Jacaraú,14348
MG,31,19401,Coronel Fabriciano,109857
RS,43,14308,Pejuçara,4049
GO,52,09150,Gouvelândia,5578
MG,31,38708,Luminárias,5571
TO,17,02901,Axixá do Tocantins,9741
CE,23,12908,Sobral,203682
AL,27,06505,Passo de Camaragibe,15441
RS,43,13391,Novo Cabrais,4107
PR,41,24004,Santana do Itararé,5244
AL,27,05507,Murici,28462
PB,25,09396,Maturéia,6516
MG,31,49150,Pedras de Maria da Cruz,11297
MA,21,09809,Santa Helena,41466
PR,41,20408,Presidente Castelo Branco,5186
BA,29,00355,Adustina,17254
MA,21,06755,Miranda do Norte,27999
SP,35,29302,Matão,81878
SP,35,31704,Monteiro Lobato,4509
PR,41,26678,Tamarana,13939
MG,31,31802,Itabirinha,11434
RS,43,13805,Palmitinho,7177
PI,22,05607,Landri Sales,5227
RS,43,06809,Encantado,22009
CE,23,09201,Nova Olinda,15310
RS,43,13037,Nova Esperança do Sul,5087
MG,31,52808,Prata,27637
GO,52,05000,Carmo do Rio Verde,9767
BA,29,16005,Itanhém,20554
SE,28,02700,Ilha das Flores,8604
RS,43,02303,Bom Jesus,11784
PI,22,02737,Coivaras,3942
MG,31,22801,Dom Viçoso,3073
MG,31,41702,Mesquita,5951
RS,43,01651,Barão,6086
PB,25,05204,Cuitegi,6815
SP,35,39905,Poloni,5884
RS,43,15206,Putinga,4172
PR,41,03156,Bom Jesus do Sul,3755
RS,43,01503,Augusto Pestana,7117
AL,27,02900,Girau do Ponciano,40912
PA,15,06302,Salvaterra,22740
PR,41,23600,Santa Inês,1746
MG,31,13404,Caratinga,91342
MA,21,09205,Presidente Juscelino,12532
CE,23,11355,Quixelô,14903
PI,22,05573,Lagoa de São Francisco,6630
BA,29,31707,Terra Nova,13527
PA,15,01006,Aveiro,15950
GO,52,12808,Mara Rosa,10320
GO,52,07907,Flores de Goiás,14747
RS,43,11734,Mampituba,3081
RS,43,13409,Novo Hamburgo,249113
CE,23,08351,Milhã,13152
RS,43,02055,Benjamin Constant do Sul,2245
PI,22,08304,Piracuruca,28242
RN,24,07609,Messias Targino,4569
PE,26,01300,Barra de Guabiraba,14091
AC,12,00708,Xapuri,17894
PA,15,00859,Anapu,26271
PE,26,06705,Ibirajuba,7730
MG,31,45356,Novo Oriente de Minas,10839
MG,31,60009,Santo Antônio do Aventureiro,3664
MG,31,34509,Itutinga,3938
PR,41,20507,Primeiro de Maio,11265
PR,41,18709,Paulo Frontin,7326
GO,52,22054,Vicentinópolis,8286
SC,42,08708,Jacinto Machado,10573
RN,24,01701,Bom Jesus,10185
RS,43,18424,São João da Urtiga,4836
PB,25,05279,Curral de Cima,5238
PB,25,13943,São Domingos do Cariri,2582
PB,25,09701,Monteiro,33039
PB,25,10402,Olho d'Água,6578
PB,25,15500,Serra Branca,13637
PE,26,09105,Machados,15571
SP,35,04107,Atibaia,138449
SP,35,16903,General Salgado,10956
RS,43,14605,Piratini,20757
MG,31,10301,Caldas,14464
PE,26,13107,São Caitano,36895
PB,25,13653,Joca Claudino,2685
MG,31,28204,Guaraciaba,10537
PR,41,26272,Saudade do Iguaçu,5410
MG,31,49903,Perdões,21344
CE,23,04269,Deputado Irapuan Pinheiro,9483
SP,35,50100,São Manuel,40532
CE,23,10852,Pindoretama,20430
CE,23,00150,Acarape,16418
PI,22,08650,Queimada Nova,8821
RS,43,21600,Tramandaí,46962
RS,43,16907,Santa Maria,277309
MT,51,03700,Feliz Natal,13127
